function_id,scenario,dataset,arrival_time,inter_arrival,dependency_load_time,function_duration,completion_time,latency
0,S4,A_heavy,0.001527866160158475,0.001527866160158475,2.2245435573411902,2.9911631598426176,5.217234583343966,5.215706717183808
1,S4,A_heavy,0.013268090043457548,0.011740223883299074,2.174935939054251,2.2000960802682497,4.388300109365958,4.375032019322501
2,S4,A_heavy,0.015057681830824858,0.0017895917873673101,1.732876253561995,2.6298279785097005,4.37776191390252,4.362704232071695
3,S4,A_heavy,0.018497843862655072,0.003440162031830213,1.948016119028912,1.4200368339292004,3.3865507968207673,3.368052952958112
4,S4,A_heavy,0.02345055125647209,0.004952707393817017,1.4710997243293873,1.037271691809212,2.5318219673950715,2.5083714161385995
5,S4,A_heavy,0.04795018847455543,0.024499637218083337,1.9311884662093632,2.185962210692085,4.1651008653760035,4.117150676901448
6,S4,A_heavy,0.06166124374436358,0.013711055269808156,1.913356574137397,0.9924522368120559,2.967470054693816,2.9058088109494524
7,S4,A_heavy,0.07139947543250022,0.009738231688136638,1.7920250069522372,0.8637724770258478,2.7271969594105854,2.6557974839780853
8,S4,A_heavy,0.07176751353373029,0.0003680381012300619,1.4775997024641454,2.410060458354597,3.959427674352473,3.8876601608187427
9,S4,A_heavy,0.0883089280716263,0.016541414537896017,2.3134677062634204,2.2788594832312863,4.680636117566333,4.592327189494707
10,S4,A_heavy,0.09458948069912668,0.006280552627500387,1.3122398459175022,1.5131318883979419,2.919961215014571,2.825371734315444
11,S4,A_heavy,0.11483605881762282,0.020246578118496148,1.1187459959508472,1.2773749773374938,2.5109570321059635,2.396120973288341
12,S4,A_heavy,0.1185059881932692,0.0036699293756463727,1.6434885068216993,1.8300470610873725,3.592041556102341,3.473535567909072
13,S4,A_heavy,0.11923807551070435,0.0007320873174351584,1.3829116576425415,2.0860556889906694,3.5882054221439152,3.4689673466332107
14,S4,A_heavy,0.14442267346600499,0.025184597955300644,1.4823403803206636,0.9550514938825649,2.5818145476692336,2.437391874203229
15,S4,A_heavy,0.14754494166269622,0.0031222681966912385,1.8066413667411467,1.0944229880670884,3.0486092964709313,2.901064354808235
16,S4,A_heavy,0.1540346434029388,0.006489701740242575,1.1132394854667946,1.245290709695978,2.5125648385657113,2.3585301951627726
17,S4,A_heavy,0.158783873538025,0.004749230135086217,2.0300763999333697,1.9044918104986988,4.093352083970093,3.9345682104320683
18,S4,A_heavy,0.15978088194359202,0.0009970084055670235,1.9732282703242114,0.8510302972941426,2.984039449561946,2.824258567618354
19,S4,A_heavy,0.18294265284582115,0.02316177090222912,1.1785813876722546,1.9125548986765264,3.2740789391946024,3.0911362863487812
