function_id,scenario,dataset,arrival_time,inter_arrival,dependency_load_time,function_duration,completion_time,latency
0,S1,B_light,0.03128453933179061,0.03128453933179061,0.018513292883861967,0.761705683735906,0.8115035159515586,0.7802189766197679
1,S1,B_light,0.23195930139295867,0.20067476206116808,0.054190094737835814,0.7469787990719998,1.0331281952027944,0.8011688938098358
2,S1,B_light,0.31974234762932197,0.0877830462363633,0.08729458358764083,1.4062545805210367,1.8132915117379995,1.4935491641086776
3,S1,B_light,0.38060518454771886,0.06086283691839688,0.07322248864095612,0.7495461998495061,1.203373873038181,0.8227686884904623
4,S1,B_light,0.3919135092452086,0.011308324697489752,0.08065611478614498,0.771949726128631,1.2445193501599845,0.8526058409147759
5,S1,B_light,0.4032199287061823,0.01130641946097368,0.06587833667107174,1.2593982624179638,1.7284965277952178,1.3252765990890354
6,S1,B_light,0.407209179946761,0.0039892512405787115,0.06922765645178525,0.94973984245054,1.4261766788490862,1.0189674989023252
7,S1,B_light,0.541291237578757,0.13408205763199596,0.08491956515653193,1.276710556955181,1.90292135969047,1.361630122111713
8,S1,B_light,0.602563381153908,0.06127214357515097,0.024966800885918596,0.5653661575643852,1.1928963396042118,0.5903329584503039
9,S1,B_light,0.6846467186008807,0.08208333744697269,0.04894249636431405,0.9875711936733843,1.721160408638579,1.0365136900376983
10,S1,B_light,0.6860333391341565,0.001386620533275908,0.022120944181960225,0.5336136001832826,1.2417678834993993,0.5557345443652427
11,S1,B_light,0.919603837478044,0.23357049834388746,0.09876680079966471,0.5626532034553545,1.5810238417330633,0.6614200042550193
12,S1,B_light,1.0386991403683556,0.11909530289031167,0.09440593396866133,1.4064374533444108,2.539542527681428,1.5008433873130722
13,S1,B_light,1.0546116487182855,0.0159125083499298,0.00394268113685059,0.6392453711175952,1.6977997009727313,0.6431880522544458
14,S1,B_light,1.067990247968263,0.013378599249977557,0.07055751725156885,1.032420682275217,2.1709684474950492,1.1029781995267862
15,S1,B_light,1.0814976761570803,0.013507428188817137,0.09252483174156659,0.9110956026007065,2.0851181104993533,1.003620434342273
16,S1,B_light,1.1056812581211122,0.02418358196403181,0.018057534512733352,0.8473433262588427,1.9710821188926881,0.865400860771576
17,S1,B_light,1.155276446845169,0.049595188724056966,0.05679452305526295,1.3998333456872725,2.6119043155877044,1.4566278687425354
18,S1,B_light,1.1929789179638581,0.03770247111868911,0.09154882975880418,0.5218233967754895,1.8063511444981517,0.6133722265342936
19,S1,B_light,1.2159271174674542,0.0229481995035961,0.0033945978585798843,1.1637896861755892,2.3831114015016235,1.1671842840341693
20,S1,B_light,1.2790185090607742,0.06309139159331992,0.06974202672468399,1.4633944342135505,2.8121549699990087,1.5331364609382345
21,S1,B_light,1.2890341443092634,0.010015635248489245,0.029734900737255078,1.060168183461842,2.3789372285083603,1.0899030841990969
22,S1,B_light,1.3120685117760902,0.023034367466826817,0.09243961953765305,1.4368224620330918,2.841330593346835,1.5292620815707447
