function_id,scenario,dataset,arrival_time,inter_arrival,dependency_load_time,function_duration,completion_time,latency
0,S2,A_heavy,0.003910567416473826,0.003910567416473826,1.3925585256038588,2.0583909322239045,3.454860025244237,3.4509494578277633
1,S2,A_heavy,0.028994912674119834,0.02508434525764601,1.3704681986079996,2.5719511244599698,3.971414235742089,3.9424193230679694
2,S2,A_heavy,0.039967793453665246,0.010972880779545412,2.3593818707815553,2.47235404553835,4.871703709773571,4.831735916319905
3,S2,A_heavy,0.04757564806846486,0.00760785461479961,1.374319299774259,1.1385797903263022,2.560474738169026,2.5128990901005612
4,S2,A_heavy,0.04898918865565108,0.001413540587186219,1.4079245891929464,1.1283488334312426,2.5852626112798403,2.536273422624189
5,S2,A_heavy,0.050402491088272786,0.00141330243262171,2.1390973936269457,1.3899836090388094,3.5794834937540276,3.529081002665755
6,S2,A_heavy,0.05090114749334512,0.0004986564050723389,1.67460976367581,1.594364397950282,3.3198753091194373,3.268974161626092
7,S2,A_heavy,0.06766140469734462,0.016760257203999495,2.165065835432772,1.6986022790986617,3.9313295192287785,3.8636681145314338
8,S2,A_heavy,0.0753204226442385,0.007659017946893871,1.098049236346578,2.29533387703336,3.4687035360241767,3.3933831133799384
9,S2,A_heavy,0.08558083982511008,0.010260417180871586,1.7313567905100764,0.9246969507648379,2.7416345811000244,2.6560537412749143
10,S2,A_heavy,0.08575416739176957,0.0001733275666594885,1.050420400274924,0.8762799492973461,2.0124545169640395,1.9267003495722699
11,S2,A_heavy,0.1149504796847555,0.029196312292985933,1.0939798051830318,1.6622032384766001,2.8711335233443878,2.7561830436596324
12,S2,A_heavy,0.12983739254604446,0.014886912861288959,2.3596561800166165,2.3337601227035574,4.823253695266218,4.693416302720173
13,S2,A_heavy,0.1318264560897857,0.001989063543741225,1.2088680566763927,1.2255577545042617,2.56625226727044,2.4344258111806543
14,S2,A_heavy,0.13349878099603288,0.0016723249062471947,1.7986310234128258,2.211309858763754,4.143439663172613,4.00994088217658
15,S2,A_heavy,0.13518720951963503,0.0016884285236021422,1.6166434039010598,1.3716219034686588,3.1234525168893534,2.9882653073697183
16,S2,A_heavy,0.13821015726513902,0.003022947745503976,1.521014989388264,2.749389439389736,4.408614586043139,4.270404428778001
17,S2,A_heavy,0.14440955585564613,0.006199398590507121,2.3497500185309086,2.7705178773865566,5.264677451773111,5.120267895917465
18,S2,A_heavy,0.14912236474548227,0.0047128088898361386,1.0327350951632344,1.4540318494189184,2.635889309327635,2.4867669445821527
19,S2,A_heavy,0.15199088968343177,0.0028685249379495127,1.9956845292633836,1.305986258719129,3.4536616776659446,3.3016707879825127
20,S2,A_heavy,0.15987731363259677,0.00788642394916499,2.4450916513203254,1.7048687385457089,4.309837703498631,4.149960389866034
21,S2,A_heavy,0.16112926803865793,0.0012519544060611556,1.8402522751927628,1.3291694873963271,3.3305510306277477,3.16942176258909
22,S2,A_heavy,0.16400856397201127,0.002879295933353352,2.4052336930496376,2.279244455241748,4.848486712263397,4.684478148291386
23,S2,A_heavy,0.16781087412385168,0.003802310151840392,1.0783868189290358,2.617342306006228,3.8635399990591157,3.695729124935264
24,S2,A_heavy,0.17288532985601646,0.005074455732164792,1.6281899786112422,2.2808026880046777,4.0818779964719365,3.9089926666159203
25,S2,A_heavy,0.18570146328127404,0.012816133425257599,1.3902366864430769,2.613570983948569,4.18950913367292,4.003807670391646
26,S2,A_heavy,0.1875575954656798,0.0018561321844057523,2.096231447471095,1.6733827568564432,3.957171799793218,3.7696142043275382
27,S2,A_heavy,0.19357450509095586,0.006016909625276064,2.47194563574587,1.143897335559494,3.8094174763963196,3.615842971305364
28,S2,A_heavy,0.20105371110187054,0.0074792060109146715,1.3847950936663718,2.423492084274703,4.009340889042946,3.808287177941075
29,S2,A_heavy,0.2014500765165073,0.00039636541463673784,1.9812619022111118,1.5930439113114185,3.7757558900390378,3.5743058135225305
30,S2,A_heavy,0.20924451835525404,0.007794441838746751,1.29714644913961,2.2767958155040917,3.783186782998956,3.5739422646437022
31,S2,A_heavy,0.21080252878839917,0.0015580104331451368,1.8479953818574149,1.3954166723598846,3.4542145830056987,3.2434120542172997
32,S2,A_heavy,0.2113630615457267,0.0005605327573275353,1.6958987300325044,0.9787051965746799,2.885966988152911,2.674603926607184
33,S2,A_heavy,0.23614379315828446,0.024780731612557755,2.4580079944473057,2.9836799500730793,5.6778317376786696,5.441687944520385
34,S2,A_heavy,0.2642323793454609,0.028088586187176436,1.9127909090446997,1.1436433174473186,3.3206666058374794,3.0564342264920183
35,S2,A_heavy,0.27800180911890154,0.01376942977344064,1.524259558130228,2.9745261867196584,4.776787553968788,4.4987857448498865
36,S2,A_heavy,0.2810292079519745,0.0030273988330729858,1.1711436773319002,2.9500158516461843,4.402188736930059,4.121159528978085
37,S2,A_heavy,0.2818856855769954,0.0008564776250208853,1.226870243102402,2.5463998285976874,4.055155757277085,3.773270071700089
38,S2,A_heavy,0.2914919419361509,0.009606256359155515,1.3379753949268527,2.250730516580395,3.8801978534433985,3.5887059115072475
39,S2,A_heavy,0.2963260322910292,0.0048340903548783195,1.376449992010447,2.0711755105523864,3.7439515348538626,3.4476255025628335
40,S2,A_heavy,0.2974106342406496,0.0010846019496204052,2.275924086761707,2.7054233998312363,5.278758120833593,4.981347486592943
41,S2,A_heavy,0.30310686114176755,0.005696226901117918,1.8418341824237874,1.4367669475628735,3.5817079911284284,3.2786011299866606
42,S2,A_heavy,0.3033984754871299,0.0002916143453623257,1.7850863670615498,1.8288986674667296,3.917383510015409,3.6139850345282793
43,S2,A_heavy,0.32340199954873844,0.020003524061608532,1.1721533078038262,2.1626579326063045,3.658213239958869,3.3348112404101307
44,S2,A_heavy,0.32589748102241084,0.002495481473672384,2.2902095400241524,1.7046190469128804,4.320726067959443,3.9948285869370324
45,S2,A_heavy,0.33494961267711904,0.00905213165470817,2.0842214548127256,1.7404701989985898,4.159641266488435,3.8246916538113154
46,S2,A_heavy,0.33806250085759926,0.003112888180480197,1.1015025428500023,1.526626268504586,2.9661913122121875,2.628128811354588
47,S2,A_heavy,0.3441800916568428,0.0061175907992435715,2.061752645844653,2.041309996705979,4.4472427342074745,4.103062642550632
48,S2,A_heavy,0.35077362330669115,0.006593531649848313,1.8153073260139692,2.6712639616332554,4.837344910953916,4.486571287647225
49,S2,A_heavy,0.3524768616359237,0.0017032383292325478,1.1225880186201673,1.2433624316138883,2.7184273118699793,2.3659504502340556
50,S2,A_heavy,0.3815835877420589,0.02910672610613522,1.6874509622929847,2.8557526852575714,4.924787235292615,4.543203647550556
51,S2,A_heavy,0.3940189658848768,0.01243537814281784,1.7270444306950705,2.3159928382461055,4.437056234826053,4.043037268941176
52,S2,A_heavy,0.41739475271230664,0.023375786827429853,1.2486618102449136,2.611201067896067,4.277257630853287,3.85986287814098
53,S2,A_heavy,0.4361626860250916,0.018767933312784972,2.4185472205004235,2.0236195237860257,4.878329430311541,4.44216674428645
54,S2,A_heavy,0.44375480612828555,0.0075921201031939585,2.274963057220993,2.5149367431329397,5.233654606482219,4.7898998003539335
55,S2,A_heavy,0.46500010095553057,0.02124529482724504,2.0035335059936625,0.8356408741468279,3.304174481096021,2.8391743801404905
56,S2,A_heavy,0.4657722297801399,0.0007721288246092968,1.693443341500911,2.6004369345149776,4.759652505796028,4.293880276015888
57,S2,A_heavy,0.4675900189020671,0.0018177891219272287,1.6176483123767627,0.8883054899878065,2.9735438212666363,2.5059538023645693
58,S2,A_heavy,0.46797570194945737,0.0003856830473902663,1.9764602007264314,2.7578094279982976,5.202245330674186,4.734269628724729
59,S2,A_heavy,0.47125513600614977,0.0032794340566923903,1.8181478041103583,2.982318043925016,5.271720984041524,4.800465848035374
60,S2,A_heavy,0.4753562217711016,0.0041010857649518215,1.0934096588228284,1.4469484167889113,3.015714297382841,2.5403580756117394
61,S2,A_heavy,0.4779942254645085,0.002638003693406881,1.7687539731554975,1.262700823828746,3.5094490224487522,3.0314547969842436
62,S2,A_heavy,0.49269887434151627,0.014704648877007783,2.2096054258492592,2.4837994004876895,5.186103700678466,4.693404826336949
63,S2,A_heavy,0.4963757660042652,0.003676891662748918,1.6888598163954371,1.356657950024557,3.5418935324242593,3.045517766419994
64,S2,A_heavy,0.49912412300538395,0.0027483570011187434,1.0779348663314026,2.7042372429788477,4.2812962323156345,3.7821721093102507
65,S2,A_heavy,0.5056441820321151,0.006520059026731216,2.1794172990760496,1.026253702746449,3.711315183854614,3.205671001822499
66,S2,A_heavy,0.5069099999306204,0.0012658178985052405,1.3020456732039616,1.0771014320345882,2.8860571051691704,2.37914710523855
67,S2,A_heavy,0.5204140298954097,0.013504029964789426,1.3879312523320582,2.9541334212213544,4.862478703448822,4.342064673553413
68,S2,A_heavy,0.521059662135504,0.0006456322400942417,1.247059530148444,2.2824455761940103,4.050564768477958,3.5295051063424543
69,S2,A_heavy,0.5571775482987317,0.03611788616322766,1.4953225973072464,2.6631518937436964,4.715652039349674,4.158474491050942
70,S2,A_heavy,0.5695065797674109,0.012329031468679261,2.1351272585329526,1.5135246301733396,4.218158468473703,3.648651888706292
71,S2,A_heavy,0.5713527417716266,0.0018461620042157163,1.7790787892559061,2.28826424894533,4.6386957799728625,4.067343038201236
72,S2,A_heavy,0.5713988869414262,4.614516979946229e-05,1.3073219112260688,2.107332020078914,3.9860528182464092,3.414653931304983
73,S2,A_heavy,0.5854813600871439,0.014082473145717716,2.316745117228061,2.1269302642704835,5.029156741585688,4.443675381498545
74,S2,A_heavy,0.5957071593153693,0.010225799228225372,2.319372782427294,2.3015714109829877,5.216651352725651,4.620944193410281
75,S2,A_heavy,0.6065876835552693,0.010880524239899991,2.30586763756901,2.065790180884017,4.9782455020082965,4.371657818453027
76,S2,A_heavy,0.6188811379389652,0.012293454383695945,1.358194317072309,1.7439372124658652,3.7210126674771393,3.102131529538174
77,S2,A_heavy,0.6195222151515801,0.0006410772126149696,1.6768590162714823,1.4070299276372031,3.7034111590602654,3.0838889439086854
78,S2,A_heavy,0.6232213207550488,0.003699105603468604,2.4774844842113124,2.4908789280090446,5.591584732975406,4.9683634122203575
79,S2,A_heavy,0.6242475716267525,0.0010262508717037472,2.1580187144649856,1.2977993460070096,4.080065632098748,3.4558180604719952
80,S2,A_heavy,0.640818651390571,0.01657107976381852,1.0407511318383398,2.323179473539711,4.004749256768622,3.3639306053780507
81,S2,A_heavy,0.6489544946548408,0.008135843264269783,1.097806886890738,1.3133322098285187,3.0600935913740974,2.4111390967192565
82,S2,A_heavy,0.6523029846652683,0.0033484900104275082,1.695897065218499,2.1757263738997987,4.523926423783566,3.8716234391182978
83,S2,A_heavy,0.6528502185469748,0.000547233881706524,2.3638303087923402,2.4435721876838636,5.460252715023179,4.807402496476204
84,S2,A_heavy,0.6559542881337277,0.0031040695867529475,1.8080526969290713,1.2811705555943864,3.7451775406571852,3.0892232525234578
85,S2,A_heavy,0.6592319065769288,0.0032776184432010947,1.7467187620514353,0.9318752618948782,3.337825930523242,2.6785940239463133
86,S2,A_heavy,0.6701308714432432,0.010898964866314507,1.158210549934946,1.088142234587183,2.916483655965372,2.246352784522129
87,S2,A_heavy,0.6785882827676267,0.008457411324383499,1.985170157086441,2.1331933279962563,4.796951767850324,4.118363485082697
88,S2,A_heavy,0.6967737153709727,0.018185432603345954,2.2331547409003383,2.6687820936966187,5.5987105499679295,4.901936834596957
89,S2,A_heavy,0.7020992664824419,0.005325551111469248,1.5706300112613434,0.8989930067179337,3.171722284461719,2.469623017979277
90,S2,A_heavy,0.7031607030959044,0.0010614366134625158,2.163417776387991,2.415132769891622,5.281711249375517,4.5785505462796126
91,S2,A_heavy,0.7135700892985427,0.010409386202638328,2.446714980851217,1.5509010210901146,4.711186091239874,3.9976160019413314
92,S2,A_heavy,0.7254900289075166,0.011919939608973867,1.3056496886915336,1.8527624138229497,3.8839021314219995,3.158412102514483
93,S2,A_heavy,0.7323557580315652,0.006865729124048574,1.784994446792112,2.8434910096602444,5.360841214483921,4.628485456452356
94,S2,A_heavy,0.7446381744209098,0.012282416389344705,1.4307069371268633,1.5303373104188602,3.705682421966633,2.9610442475457233
95,S2,A_heavy,0.7503116305168288,0.005673456095918983,2.1892816285507593,1.8237412546668694,4.763334513734458,4.013022883217629
96,S2,A_heavy,0.7564756208399727,0.006163990323143892,1.8663900488217362,0.8301013124734985,3.4529669821352074,2.6964913612952346
97,S2,A_heavy,0.7611240724558762,0.004648451615903561,1.9518736263254557,0.9795171840106445,3.6925148827919765,2.9313908103361004
98,S2,A_heavy,0.7613386372391272,0.00021456478325094773,2.196871239423841,1.3689015004965248,4.327111377159493,3.5657727399203663
99,S2,A_heavy,0.7622900325323928,0.0009513952932655486,1.5939557089936822,0.8612749298063638,3.217520671332439,2.455230638800046
100,S2,A_heavy,0.7625561465431683,0.00026611401077544853,2.3726351026105648,2.1890257173061523,5.324216966459885,4.5616608199167175
101,S2,A_heavy,0.7709872261342312,0.008431079591062911,1.7995433008692099,1.7380763849635696,4.3086069119670105,3.5376196858327793
102,S2,A_heavy,0.7741321987075237,0.0031449725732924988,1.236932234253022,2.0059194460016485,4.016983878962194,3.2428516802546707
103,S2,A_heavy,0.7800525085169753,0.005920309809451584,2.0438486772532034,1.184223808971925,4.008124994742103,3.228072486225128
104,S2,A_heavy,0.7998963879323584,0.01984387941538313,2.1898920256573815,1.4510504647605555,4.440838878350296,3.6409424904179373
105,S2,A_heavy,0.8022858781238859,0.002389490191527486,1.47514251560129,2.2604138446759956,4.537842238401172,3.735556360277286
106,S2,A_heavy,0.8066882279145748,0.004402349790688938,2.2857688854981295,2.92366599198688,6.0161231053995845,5.20943487748501
107,S2,A_heavy,0.818427804144063,0.011739576229488194,2.35921488214865,0.9109169019248603,4.088559588217573,3.2701317840735102
108,S2,A_heavy,0.8205928471183747,0.002165042974311617,1.4153567310667134,2.7588455058815855,4.9947950840666735,4.1742022369482985
109,S2,A_heavy,0.8212603827729594,0.000667535654584803,2.475282209072833,2.069138642884659,5.365681234730451,4.544420851957492
110,S2,A_heavy,0.8241115519720182,0.002851169199058809,1.2110672920731376,2.0406230468623723,4.0758018909075275,3.2516903389355094
111,S2,A_heavy,0.8255766216261854,0.0014650696541671903,1.303023502603735,1.900612777457073,4.029212901686993,3.2036362800608074
112,S2,A_heavy,0.8477012056751906,0.022124584049005205,1.2763372588570392,0.9526669889892035,3.0767054535214333,2.229004247846243
113,S2,A_heavy,0.861458598012562,0.013757392337371412,2.3409845650118055,0.9977290738195536,4.200172236843921,3.3387136388313587
114,S2,A_heavy,0.8698210496002331,0.008362451587671092,1.981438828487443,2.1220064124499896,4.973266290537666,4.1034452409374325
115,S2,A_heavy,0.8869170473545732,0.01709599775434011,1.2281564248334094,1.5501088571582282,3.665182329346211,2.778265281991638
